lane_id,pickup_city,pickup_state,delivery_city,delivery_state
89b666f464edbaab4cc94620b0179721,DE SOTO,KS,FORT COLLINS,CO
2be0f8f1265ef3c70a7054b9ec98a555,GRANITE CITY,IL,CALUMET TOWNSHIP,MI
8a1c9e664828209960171863f14f9da9,PORTAGE,IN,BUFORD,GA
5e6fdc892c449faedf5e95d078d7372b,COLUMBUS,OH,HATFIELD,PA
cdbc867c990c7267f8b75b1feeac5d3a,BROOMFIELD,CO,LAS VEGAS,NV
b1acfa6d3c88e2cd79c9947ae821417c,FORT COLLINS,CO,JAMESTOWN,ND
5595672d9863febb82a02727beb6cea3,IDAHO FALLS,ID,DENVER,CO
c8ee14cf8c9af5fd8179233daa482fa5,WILLIAMSBURG,VA,NOTTINGHAM,MD
c0e3ea5d6c649f1ce78fe0c250953777,FORT COLLINS,CO,PUEBLO,CO
228af72bc0119d153c5fe42f750fdce9,HOUSTON,TX,ATTALLA,AL
7c01c29be34308d232c9d48b43deee78,DELANO,MN,AUSTIN,TX
3bc17fbc684580d5da6501477ea2bceb,NEWARK,NJ,MERRIMACK,NH
de04925f542f3e866023e42b1b720ef1,SIOUX CITY,IA,DANVILLE,IL
037c64c6ce569cc2022d8edce1978ef2,BALDWINSVILLE,NY,GLADSTONE,MI
cae4ea17cdd827287ba5eabe7f8f7713,ST. LOUIS,MO,ALEXANDRIA,MN
d15dc2698740c799daa784f5f7e57e26,ST. LOUIS,MO,PINE BLUFF,AR
c55e17ae9a6e092f8cdf38460080e9da,GRANITE CITY,IL,BARDSTOWN,KY
7882b498a0b67a262cef7ca44d88d49a,JOHNSTOWN,PA,BALDWINSVILLE,NY
caaa613e9231168216f994dc23d4f86d,JACKSONVILLE,FL,ROCKY MOUNT,NC
ed2e59c5448b44af1c40933546fb88c1,GEORGETOWN TOWNSHIP,MI,YORK,PA
40ec601dcbbcc06697afe4318ef04693,FORT COLLINS,CO,DURANGO,CO
907c5d35c98da4540adfaaafad878b05,LOS ANGELES,CA,REDDING,CA
7e3542ab0bdbf43eeec027ad56730428,LOS ANGELES,CA,SAFFORD,AZ
4938e9adddae45993d00d2f87537eff8,NEWARK,NJ,LOXLEY,AL
d7352d8f34fd2f5d28850d8c181ae6c7,LOS ANGELES,CA,SPARKS,NV
4419cdb8ce0afce113286b2e10560272,COMPTON,CA,TRACY,CA
1d8e2f0afe8a4c281aae91e40ed231f4,LA PORTE,TX,HATTIESBURG,MS
9ec27eed81a6127b6db42db5d04bcf51,AURORA,CO,AMARILLO,TX
a855665419fe9267e6806697d867c033,FORT COLLINS,CO,GRAND RAPIDS,MI
3b8bab6b5b5f0d0ed2781b4ab0a1868c,LA PORTE,TX,GRANITE CITY,IL
a3bf0b66c0f50e870d2d7d33945c8736,LAREDO,TX,TROY,AL
72beaff289f890fd788f3a6c1c2558ae,JACKSONVILLE,FL,SANFORD,FL
3fa4b5b45fd9f124e6ab9336e0c19ae1,ST. LOUIS,MO,LONGVIEW,TX
d5d5c3bacb0b3531d1016036bf7bae08,ST. LOUIS,MO,LINCOLN,NE
218fa73cee8dd25b99a8443b43e68be3,CARTERSVILLE,GA,JOHNSON CITY,TN
f17e6b701f3cf8132069e5385766ac4a,ROMULUS,MI,BALDWINSVILLE,NY
87ca2abb2f7f13a7fd4cdef2adfd2c6d,CONOVER,NC,DENTON,TX
8fe2fcbb8f0d4c51bb0359b5584e384d,LA PORTE,TX,TEXARKANA,TX
66899ee7047c751835e9653c32cae80d,LA PORTE,TX,LAFAYETTE,LA
195f4a1146fef1fc27b9687bd8d96af0,WILLIAMSBURG,VA,ERIE,PA
0b62b9f5e56f17f15261148f4aa73fa4,BALDWINSVILLE,NY,JERSEY CITY,NJ
fc105116f1813d8add307b9ffd7ce11c,WILLIAMSBURG,VA,MARTINSBURG,WV
ed135a157cfbdd65757179d904897b16,GRANITE CITY,IL,MARQUETTE,MI
ab9c02e6569569c18f7f219c2c182598,JACKSONVILLE,FL,FORT LAUDERDALE,FL
57e808541df9dc97e4c5be16f6c61e56,ST. LOUIS,MO,ROCHESTER,MN
cc4579dc4b5f6d3444f196a7987e2f13,NEWARK,NJ,ROMNEY,WV
d8334d86404d1787e7247c595cd13501,CARTERSVILLE,GA,HENDERSON,NC
1e4911a6494fd4865c32129612bc03c0,NEWARK,NJ,SCHOFIELD,WI
1b729cee16112d0d6b1245d67b69266b,CONOVER,NC,EDISON,NJ
ced96c3847ab1a8087e08a189c2119c4,NEWARK,NJ,WESTMORELAND,NY
8b8b963faccc64412fd139181fb3af4b,CARTERSVILLE,GA,SAINT AUGUSTINE,FL
4b9be37006dd7d07c2eb3ee6e7bc6418,COLONIAL HEIGHTS,VA,WRIGHTSVILLE,PA
68f40fc1196915781235ad48971eb772,FLOWERY BRANCH,GA,CANTON,OH
4edaf714f252dd02f12d75c016d14ca2,WILLIAMSBURG,VA,RALEIGH,NC
41a9a00ece55275ab14e00bcadd4bc03,VALPARAISO,IN,ANKENY,IA
2ac9a1e647935e06bfffd64e50b05ab5,GENEVA,NY,EPHRATA,PA
087faf045ef9557d4044e80ba2a0c914,MERRIMACK,NH,PATCHOGUE,NY
1be5860730c8ed18508094db20e9a63a,JACKSONVILLE,FL,WILMINGTON,NC
a3e7cc4d153689e98e6b2d6b392cafb9,NEW YORK,NY,CLIFTON PARK,NY
b3e4cf07862e22f2f934571587b4d14f,AURORA,CO,RIVERTON,WY
ee8fdee69ff1fe038a19751d41d4bece,LOS ANGELES,CA,BISBEE,AZ
99d0dc97a59402c5b216c8bd691405a8,JACKSONVILLE,FL,CARTERSVILLE,GA
23af8a19ac54b0dbac3d4df923fb4b0b,MOUNT AYR,IA,LACEYS SPRING,AL
40b0c8b5f6d0177d9af67d4526a6bf9f,GRANITE CITY,IL,DUBUQUE,IA
5fd684fea247b5770c7cd50f1e5b75d4,JACKSON,WY,FORT COLLINS,CO
87ac39e6dfe25281860a052ecb379af5,LA PORTE,TX,SHREVEPORT,LA
d17903381bba01689614eaf2ced66048,CLARKSVILLE,TN,COLUMBUS,OH
f66b585a009159962cc30ef69ead5ca0,HOUSTON,TX,METAIRIE,LA
d6e2651813d89cfa66b38a16a3d84caf,NEW YORK,NY,WATERVLIET,NY
7d9c09dcb931b885e084c1e5d42a81c1,PLANT CITY,FL,BURLINGTON,NJ
456463c0d769189ebe1b83d165c0d3cc,SANTA ANA,CA,SACRAMENTO,CA
52b2a4c7a3e5d39295a2ac5ea2d6a724,READING,PA,EVERETT,MA
8104f88707ab0b89d861a21f57778273,FRONT ROYAL,VA,HEMPSTEAD,NY
42a1fde4df83b395261ed74153e108c3,HUNTINGDON,TN,DARLINGTON,SC
d091643f0ffa950297487de61eab2bb6,HOUSTON,TX,HARPERSVILLE,AL
6df83bba7293400bee96d336befbc9e0,FAIRFIELD,CA,CARSON,CA
1119f02d64bb94c5b313a494a6691189,TUSCALOOSA,AL,CINCINNATI,OH
a7af280d5e52cbaa5b7965e99cc58efc,LA PORTE,TX,GULFPORT,MS
d522f49b381258d0b4a3cec930417b5f,WILLS POINT,TX,NORTHLAKE,IL
57b2ecccaa0bbbeadea1c4a3041cc18f,STATESVILLE,NC,CANTON,OH
fd3a74edb867eb2bbf8dfd5df9fa55c3,KANSAS CITY,MO,NEW HAVEN,IN
2a726a3f49a7b63328facb546c1d5719,FORT COLLINS,CO,ROCK SPRINGS,WY
40566d5c87dfe4ebfcd9f63ebad646d1,CONOVER,NC,FLORENCE,AL
37e9c41a750acefdaee8c948fb925b8c,PARIS,TN,BRIGHTON,MI
a3c1d49bbeaa20dfb16aab6ef38300cd,1,LA,HERCULANEUM,MO
1c9fa71e28c8c95016af0da082b25024,BALDWINSVILLE,NY,WRIGHTSVILLE,PA
09b8f239ed847934fb59676dabdb85ef,SANTA ANA,CA,GOODYEAR,AZ
1a3c9c72cad8968802a1be2cfaebf266,WYLIE,TX,MEMPHIS,TN
319dad741f7ab0eebf22a2c4f832479f,CONOVER,NC,PARAGOULD,AR
be562a48c6dc19b6d925d601ff65b546,MONTGOMERY,AL,CONOVER,NC
cf7a463780a51663d5311adc616349b3,READING,PA,ROMEOVILLE,IL
66481da606d866f0344ec5bed3a07846,LOS ANGELES,CA,SANTA MARIA,CA
b37ad46edc43dde622ca8e6c85d8015e,FORT COLLINS,CO,LOGAN,UT
f32fe169f3e5eae5285b7c496a976b91,PARIS,TN,SHARONVILLE,OH
38e93d2478a08778ced891e1e24a8e42,GEORGETOWN,SC,LEXINGTON,NC
b80dcd6b604698003fb1cc96ed5aeb97,BRIGHTON,MI,CANTON,OH
a813766a64ef0191505ce50d2d0bbeb0,EAST GREENVILLE,PA,PITTSBURGH,PA
4a5b895d5de73078f3f69cda72acaa00,PANDORA,OH,TIPTON,IA
73f31518d78b7e80adfa50765c66fe1a,GRANITE CITY,IL,LELAND,MS
31fd48ee3b0c3543cea552631b5502c8,NEENAH,WI,MINNEAPOLIS,MN
02164ed598beb40ff5ec66a6b718616a,AURORA,CO,LINCOLN,NE
44065d00a16821c3aff06459509aeb89,HOUSTON,TX,EL DORADO,AR
73532a6f0894302d0c4e77fb4707e8bd,OWENSBORO,KY,GRAND RAPIDS,MI
cc636d17424c3673ecc2e8fe839c0c24,FORT COLLINS,CO,GRAND ISLAND,NE
cd2bf57406c20b055eace128f68cd5bc,MODESTO,CA,TRACY,CA
38a39947deba9b98f25ebd2df3567ca6,JACKSONVILLE,FL,WINSTON-SALEM,NC
dc1d3313f0333cfae2fada7eaf472884,COWARTS,AL,MONTGOMERY,AL
17c7be47274c7e37f72429e48c6a63e1,BRIDGEWATER,NJ,CANASTOTA,NY
29f0fac85dbdbb260b8e233aa7bb62a0,CRANBURY TOWNSHIP,NJ,ANNAPOLIS,MD
dd9a8571d7a511aeb54caa3662cc922a,ROMULUS,MI,TOLEDO,OH
d229f3afd5e7c43734e5b44f6154761f,CARTERSVILLE,GA,SYLVA,NC
82b5efdfa95fbaa9f437fc5fb2a8ce61,CARTERSVILLE,GA,ROCK HILL,SC
06d5ab09fc12433f8a8f9bdf5e2c633e,BALDWINSVILLE,NY,LITTLE FALLS,NY
4478c188013155e40d234e7eadc9ae60,BRONX,NY,NEWARK,NJ
1059d185d60df172374f1662f5cbc5c0,CHRISTIANSBURG,VA,LEBANON,OH
ada89288a60d43874bb1a470ed15e30f,SALEM,OR,PORTLAND,OR
ff8615b9e7d08b70063180f372405a19,PITTSTON,PA,EPHRATA,PA
1d300c5fb7d0891df20bec9377f6c514,ATLANTA,GA,MORROW,GA
f7436de66e1b524ea69489c81b5e41b3,ALTON,IL,CHANNAHON,IL
b87b7443e32375db5994420c515e6f13,PORTERVILLE,CA,GARDEN GROVE,CA
5cc45ab56ca24605a0fa37bfe17ec083,JACKSON,TN,LACEYS SPRING,AL
daaab3b077593dbd83c7d86804980042,EDGEMERE,MD,FLEETWOOD,PA
4361d9bf6dcc3e31ecc8c9825f213f22,TROY,AL,LACEYS SPRING,AL
1c103f838d2e062d6020a06471cd9f6c,CARTHAGE,MO,PRYOR,OK
9dbeac49a85ada8ba5ab05df3f3cc58d,NEWTON,NJ,NEWARK,NJ
3cd0593c5fc572fead13e4857021ab4c,ROMEOVILLE,IL,SHIPSHEWANA,IN
a44d7ea5fa1c4c39fc3bd8c472e4a262,LANCASTER,TX,DENISON,TX
16f6aba6639abdb778d3ee6488b7ff0a,PLANT CITY,FL,JACKSONVILLE,FL
7d0be95963851811c961be3af2242215,KUTZTOWN,PA,EPHRATA,PA
12c5cee72f1c9f876b72945f3ed0762a,POMPANO BEACH,FL,LOS ANGELES,CA
d56dd9028e41ceb1653c8dcdcee911bc,BROOKLYN,NY,KEARNY,NJ
fc25cbe94281afc8e283a91c9439a601,MERRIMACK,NH,NEWARK,NJ
9bcb7b5db3206153e0820adbf42306ba,COLONIAL HEIGHTS,VA,ASHEVILLE,NC
cdd031496fda8ac4b1efbdabb178cf5d,INDIANAPOLIS,IN,PORTLAND,OR
65fe147782feabb77c3a5782690a9bde,XENIA,OH,RENO,NV
12d8985278b2c38bf677ef57b3a9c36d,ROMULUS,MI,WILLIAMSBURG,VA
fac63f80fa797b391b8fc1bc74622b5e,NEWARK,NJ,LANCASTER,NY
c2b38b27fd2d788bff14a0d98906fd7a,FORT COLLINS,CO,LEONARDTOWN,MD
53baba878cebd3d1bbdb426b4e45ee77,VINELAND,NJ,VERNON,CA
e3db17abe305c9f576152b8a6c2c3b82,WILKES-BARRE,PA,PORT ORANGE,FL
e5b1f6871d44a2babefea487d5e96c0b,COLONIAL HEIGHTS,VA,NOTTINGHAM,MD
2b88cae2813544bfe28d314ffb4d15cb,CARTERSVILLE,GA,FLETCHER,NC
d0dcb240c5e7ff60ef7e17b78f4e11be,HOOD RIVER,OR,COWICHE,WA
bb0fb9f2eb4b2466b7bba58f5791f07a,LA PINE,OR,TOLLESON,AZ
8a153feb8c6a1f548e9a53280965eb0e,SANTA MARIA,CA,SPOKANE,WA
b55df46425c4547ec35e02cb7d324f34,BELLEVUE,WA,MOMENCE,IL
97f53e06497f2531a080b07cfb5d155d,SANTA ANA,CA,PORTLAND,OR
86f363917440991c7000f3262e7da206,OLEAN,NY,MUNDELEIN,IL
03a165649f5642ef8198f56ee167b60c,COMPTON,CA,STOCKTON,CA
2c95e9101b747ba5d30052a3b4736099,MOXEE,WA,METHUEN,MA
1c5adbe13095a4d3d6ac2fb39318395e,STOCKTON,CA,PARRISH,FL
207b4c66224f34226f84d318b35643c5,YAKIMA,WA,METHUEN,MA
151c765dc7b6156d822ce3a36285d19a,SELAH,WA,METHUEN,MA
2970f6ff08d22a327c76ea5e232478ba,NORTH CHARLESTON,SC,LAREDO,TX
f94756727c1891965ee0bc13ab900710,FAIRFIELD,CA,GRANITE CITY,IL
0ef03c53fec265364376f1820ea5da1e,VERNON,CA,SOUTH PLAINFIELD,NJ
4dddc55dac1302a83d9cd581cdfa2b32,LA PALMA,CA,LAKELAND,FL
ca0d8a0c302f713e9873a48b558842c8,LOS ANGELES,CA,COLUMBUS,OH
5e8c2601781b5ff04aebf365dd16ce0c,SIOUX CITY,IA,TEMPLE,TX
895bf3769d18cf23277189a4cbea198b,GONZALES,CA,ROANOKE,TX
a388f244b16e6ca40b71f289c994c68c,SANTA ANA,CA,MONROE TOWNSHIP,NJ
b9c55f04c127188e3a835f1fe395b6ea,ST. LOUIS,MO,HOMESTEAD,FL
3eeb9106d030a16f4f0de7d36b5bbd42,ERIE,PA,PORTLAND,OR
454db9261fb71c38f8f7bd56357e91a2,CRETE,IL,PLANT CITY,FL
27c6a5e68aa2424148f9d8efceb30d0d,PORTLAND,OR,TEMPE,AZ
78b21931d5b5f8b0cf08ac7508a3960f,LEWISVILLE,ID,TOLLESON,AZ
9bfec0a28d3571a18547ef0a77980d57,FRANKLIN,IN,MODESTO,CA
286592708c5938facb00fc50065483e4,SAPULPA,OK,WARNER ROBINS,GA
44e7a311afb6d01362cfc494e9fb1eff,SANTA ANA,CA,FIFE,WA
ca8e9bed1bd932a9396f8adf41e228f7,BROWNSVILLE,TX,SWEDESBORO,NJ
f9947393180f1a0f193d9d7afa478b10,ST. LOUIS,MO,FORT LAUDERDALE,FL
5847e19a1f1d9a8fb4429dc87fd35c38,PORTLAND,OR,WOOD DALE,IL
91559242ba11b154493cd52590a505ab,JANESVILLE,WI,ROANOKE,TX
5b262a4a73980d89291de6925a836795,SIOUX CITY,IA,ROCKY MOUNT,NC
aae95a6362e2113017d4db4766cb3619,JACKSONVILLE,AL,BROOKLYN PARK,MN
225b8c1623480b2af71df7c931ebcfc2,FLORENCE,KY,SWEDESBORO,NJ
51f4d94397e2822865d05ceb95cbfe48,ST. LOUIS,MO,CRANSTON,RI
bd34fe3564d1469165747c41fe6fee5a,WILLIAMSBURG,VA,AURORA,CO
9d7515f6de3da4674ca3a4aeb296cadb,PLANT CITY,FL,COMPTON,CA
273a85f84b1bb3617cd4d233ea3bdc35,DOWNEY,ID,ELMIRA,MI
1c4b78e9574077275621542180e80bcb,HENDERSON,NV,TRACY,CA
68103a9a497c2f6080b9f299629a85d0,TAMPA,FL,COMPTON,CA
6215031976c91e768f255f08c9dd29e9,HOUSTON,TX,IDAHO FALLS,ID
65ffcaa955a1ea0a7637f269994892d0,ST. LOUIS,MO,MONTCLAIR,CA
c0e52f7a5011c9a1e255cc98e1dcda17,COMMERCE,CA,CLACKAMAS,OR
26ad2806575a3b02ed4ef0e344a4e15d,IDAHO FALLS,ID,TRACY,CA
19bce114c767866246a3b0a8005cdaf7,SAINT MICHAEL,MN,WILKES-BARRE,PA
f1d7f6c256631aae3095e845ef2d7d58,NEWARK,NJ,DEERFIELD BEACH,FL
e117a30a16a7350680f34d4fb5ceb667,WILLIAMSBURG,VA,RAPID CITY,SD
b4a17029987489195f3528aafd8f6dc7,LAS CRUCES,NM,RENO,NV
25cd6b4bef3adc10155431a2dc1cf179,HOUSTON,TX,JACKSONVILLE,FL
556e752a86f2f72f7d9d83fddd96a7fe,CARLISLE,PA,SARASOTA,FL
c3dc3f133cd3247778ea1e52d180e190,PLAINFIELD,IL,CLEVELAND,NC
71278ce93adfa518758e570bd1a6327c,ST. LOUIS,MO,DEVILS LAKE,ND
aef728da149c4c6eddb66048b3bd046f,WHITAKERS,NC,LAREDO,TX
f2ad646ab59cbfa0b1bbbda4bb5e96c6,NORTH CHARLESTON,SC,SWEDESBORO,NJ
7eaa45d627e099f36aa3f5d79ba82d8b,JACKSONVILLE,FL,ROCHESTER,MN
824e18bbfebaaabd4d115db64f6708ea,WILKES-BARRE,PA,BOCA RATON,FL
b3fbf99841c558e52ae73660fbf310a8,BELLEVUE,WA,IRVINE,CA
bc625f186fbe066139dbfefa16d675d0,LOS ANGELES,CA,MEDFORD,OR
b2ec08fce5f63f9080d8c72dddb85c74,GRANITE CITY,IL,HOUSTON,TX
394a202b1301eb2539beaff4f8be46d6,TAMPA,FL,LA PALMA,CA
0f3dde4d5123120ce786bfcf8b071931,PEARL CITY,IL,PLANT CITY,FL
03fb1b480214b5eb9598576b94f297fb,HOUSTON,TX,ALBUQUERQUE,NM
3fe71498170cca964eebd7bd4493f2c6,NEWARK,NJ,MONTGOMERY,AL
265d6811421403f7c7ca281e989154f9,AURORA,CO,GLASGOW,MT
c518ad27fe07423a82aef0ef3e7b18c3,HOUSTON,TX,LAS VEGAS,NV
66ac70a1cae66dc30a1d6977cd7709dd,BALDWINSVILLE,NY,MANCHESTER,CT
b510cd2e3376b19e60d05cc8ae13e5a2,FORT COLLINS,CO,MADISONVILLE,LA
ae87e2914eab3e5f33cf4d003193b71e,NEWARK,NJ,ATLANTA,GA
54915af625c9f7f331a28068230f833b,FRESNO,CA,TOLLESON,AZ
17c272c9336eefd4ac1460fcd91b49c1,DUNKIRK,IN,WILSON,NC
c84cf27d089b0042f6e586c852730666,PLEASANT PRAIRIE,WI,WILLIAMSBURG,VA
b8678832c556383cd8f399bc87296453,FORT COLLINS,CO,RENTON,WA
cd3c10398633f971e611e9d7966ac73c,COLUMBUS,OH,CALUMET TOWNSHIP,MI
7b39e792875a7eef97afaea3b67c18c5,GEORGETOWN,SC,SAN ANTONIO,TX
6377a4ffc5be0d5b01a631f98f93b393,FORT COLLINS,CO,SAUK RAPIDS,MN
e3240e2ac8ccb72ce8c134aa81f58096,GREENFIELD,IN,COMMERCE,GA
1d1ddb62f8333d1353262452c4ddb70b,NEWARK,NJ,LA VERGNE,TN
ae98b75bc341d5c21914d7168303f4bb,CARTERSVILLE,GA,WASHINGTON,DC
12b9a2e4c2bd2402dee7f63dc4ad63c7,JOHNSTOWN,CO,GREENVILLE,SC
a23f34e88c1952d967d5935250290985,ELLERBE,NC,NEW WINDSOR,NY
c510df259d25685608f342064e6ca7f3,GRANITE CITY,IL,MARSHFIELD,WI
4736ae4570e014f224e381e18e566403,WILLIAMSBURG,VA,PITTSBURGH,PA
0df1688268f91c48fd6090aaf296e15b,GARFIELD,NM,LOS ALAMITOS,CA
5e8750db8781641b587e7d9580ddd7c1,MERRIMACK,NH,ELIZABETH CITY,NC
659d98817ec657a6905e3ab7d89ac450,COLUMBUS,IN,STATESVILLE,NC
d53de645b7a0a627bc58bb699de16c59,FORT COLLINS,CO,FARMINGTON,NM
7ae65070e8045f16514fe09fbbcd41ba,GRANITE CITY,IL,COUNCIL BLUFFS,IA
fe996a9dc4e720e39a67a86546b64407,GRANITE CITY,IL,FRIDLEY,MN
4a7a4c5049880eac5422bde614290281,PLANT CITY,FL,NEWARK,NJ
4f3610c4101e1ffbf6b2090a183bc645,GRANITE CITY,IL,LIMA,OH
173b948eade00004116202ab020a7ae5,ST. LOUIS,MO,SHANNON,MS
58932f995be7e78b65eb992bdb103e6d,NEW HYDE PARK,NY,MINNEAPOLIS,MN
037665287186addc1b8d9fb28fad8cf0,FORT COLLINS,CO,GRAND FORKS,ND
ccc6c3da41947625df1358571470ef57,JACKSONVILLE,FL,DALLAS,TX
368d85872e5d591c61fbcf28e1dafe56,HOUSTON,TX,MONROE,LA
ae2668b4fc65be93a04101864eb3b818,MEDLEY,FL,CALHOUN,KY
09b55a412bb31a31afc1d5d83151c9dc,AURORA,CO,MILES CITY,MT
204bb9ed205cda23d82e3a91cb33ec2f,LA PORTE,TX,MONROE,LA
bf4f3389300094057b082806c09a5844,JACKSONVILLE,FL,MIAMI,FL
ff1d32e29a37298c04f9036d4d051c40,COLONIAL HEIGHTS,VA,SANFORD,FL
ecbb0f45fbdf138f22f319e5028ed847,JACKSONVILLE,FL,FLORENCE,SC
dee2fd4d126ea9a854f026bfca31250a,AURORA,CO,JAMESTOWN,ND
0e54133890efa9a53c3f8bca35d478c9,ST. LOUIS,MO,ROMULUS,MI
1763129a3e08ac1f79c03ea42ba2af72,AKRON,OH,STATESVILLE,NC
b3295337eeb7c0dcd105e75c17f83687,WABASH,IN,GLASGOW,KY
18ded3ca41bff4053e6e2d932f1ec7b6,BALDWINSVILLE,NY,PATCHOGUE,NY
29d05f48605739dca10983df3e598fb6,PLANT CITY,FL,WARREN,MI
4952e74c8fefc157b92daa4d61e0f427,JOHNSTOWN,PA,NEWARK,NJ
d85961415ff4f022aadd85218bd80c91,GASTONIA,NC,CLINTON,IA
1cc11ce76ab106d6a2e9af4116e87a6b,ST. LOUIS,MO,DUNDAS,MN
b6b17d17ea6cad72372248be190a06c6,ST. LOUIS,MO,WEST UNION,IA
b372bdee4f35c1615e5e9795296107e5,ST. LOUIS,MO,COLUMBUS,OH
95a13cce590ab2c871641b19b42aa4ad,GRANITE CITY,IL,JACKSON,MS
a24743b3c4fb8489183a5bbe127e03f7,EDISON,NJ,YAZOO CITY,MS
fbb38ebba602a42341b2a6ce8c50c204,PORT WENTWORTH,GA,KATY,TX
38372ee362dae4b518e110840862922b,COLUMBUS,OH,ERIE,PA
7600c61cfb1627a291053a8561d1cd95,ST. LOUIS,MO,POTEAU,OK
d595104ececc3b89d7226b758c40afb0,COLONIAL HEIGHTS,VA,BRIDGEPORT,WV
